ID,Nominee,Party,Gender,State,Region,WiderRegion,Type,Race,Class,Incumbent,Victor,Votes,Share,Total,HeldBy,Hometown,ElectionDay,ElectionYear,YearType,LastElection,Final,Special,Runoff
119,Daniel Jose Bocic Martinez,Republican,Male,California,Pacific,West,House,CA-31,Class 1,FALSE,FALSE,99856,0.4027,247951,Democratic,"La Verne, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
120,"Gilbert R. Cisneros, Jr.",Democratic,Male,California,Pacific,West,House,CA-31,Class 1,FALSE,TRUE,148095,0.5973,247951,Democratic,"Covina, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
121,Larry A. Thompson,Republican,Male,California,Pacific,West,House,CA-32,Class 1,FALSE,FALSE,108711,0.338,321645,Democratic,"Los Angeles, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
122,Bradley J. Sherman,Democratic,Male,California,Pacific,West,House,CA-32,Class 1,TRUE,TRUE,212934,0.662,321645,Democratic,"Sherman Oaks, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
123,Thomas E. Herman,Republican,Male,California,Pacific,West,House,CA-33,Class 1,FALSE,FALSE,96078,0.4119,233275,Democratic,"San Bernardino, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
124,Peter R. Aguilar,Democratic,Male,California,Pacific,West,House,CA-33,Class 1,TRUE,TRUE,137197,0.5881,233275,Democratic,"Redlands, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
125,Jimmy Gomez,Democratic,Male,California,Pacific,West,House,CA-34,Class 1,TRUE,TRUE,105394,0.5564,189414,Democratic,"Los Angeles, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
126,David Y. Kim,Democratic,Male,California,Pacific,West,House,CA-34,Class 1,FALSE,FALSE,84020,0.4436,189414,Democratic,"Los Angeles, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
127,Michael K. Cargile,Republican,Male,California,Pacific,West,House,CA-35,Class 1,FALSE,FALSE,97142,0.4159,233555,Democratic,"Pomona, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
128,Norma J. Torres,Democratic,Female,California,Pacific,West,House,CA-35,Class 1,TRUE,TRUE,136413,0.5841,233555,Democratic,"Pomona, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
129,Leah Melissa Toomim,Republican,Female,California,Pacific,West,House,CA-36,Class 1,FALSE,FALSE,111985,0.3128,357987,Democratic,"Santa Monica, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
130,Ted W. Lieu,Democratic,Male,California,Pacific,West,House,CA-36,Class 1,TRUE,TRUE,246002,0.6872,357987,Democratic,"Torrance, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
131,Sydney K. Kamlager-Dove,Democratic,Female,California,Pacific,West,House,CA-37,Class 1,TRUE,TRUE,160364,0.783,204814,Democratic,"Los Angeles, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
132,Juan David Rey,No Party Preference,Male,California,Pacific,West,House,CA-37,Class 1,FALSE,FALSE,44450,0.217,204814,Democratic,"Los Angeles, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
133,Eric J. Ching,Republican,Male,California,Pacific,West,House,CA-38,Class 1,FALSE,FALSE,110818,0.4016,275928,Democratic,"Walnut, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
134,Linda T. Sanchez,Democratic,Female,California,Pacific,West,House,CA-38,Class 1,TRUE,TRUE,165110,0.5984,275928,Democratic,"Whittier, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
135,David J. Serpa,Republican,Male,California,Pacific,West,House,CA-39,Class 1,FALSE,FALSE,99469,0.4331,229660,Democratic,"Winchester, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
136,Mark A. Takano,Democratic,Male,California,Pacific,West,House,CA-39,Class 1,TRUE,TRUE,130191,0.5669,229660,Democratic,"Riverside, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
137,Young Oak Kim,Republican,Female,California,Pacific,West,House,CA-40,Class 1,TRUE,TRUE,211998,0.5526,383635,Republican,"La Habra, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
138,Joseph Vincent Kerr V,Democratic,Male,California,Pacific,West,House,CA-40,Class 1,FALSE,FALSE,171637,0.4474,383635,Republican,"Orange, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
139,Kenneth S. Calvert,Republican,Male,California,Pacific,West,House,CA-41,Class 1,TRUE,TRUE,183216,0.5169,354445,Republican,"Corona, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
140,William M. Rollins,Democratic,Male,California,Pacific,West,House,CA-41,Class 1,FALSE,FALSE,171229,0.4831,354445,Republican,"Corona, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
141,John F. Briscoe,Republican,Male,California,Pacific,West,House,CA-42,Class 1,FALSE,FALSE,74410,0.3186,233563,Democratic,"Long Beach, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
142,Robert Julio Garcia,Democratic,Male,California,Pacific,West,House,CA-42,Class 1,TRUE,TRUE,159153,0.6814,233563,Democratic,"Long Beach, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
143,Steve Williams,Republican,Male,California,Pacific,West,House,CA-43,Class 1,FALSE,FALSE,53152,0.2493,213232,Democratic,"Torrance, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
144,Maxine M. Waters,Democratic,Female,California,Pacific,West,House,CA-43,Class 1,TRUE,TRUE,160080,0.7507,213232,Democratic,"Los Angeles, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
145,Roger O. Groh,Republican,Male,California,Pacific,West,House,CA-44,Class 1,FALSE,FALSE,66087,0.2863,230852,Democratic,"San Pedro, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
146,Nanette Diaz Barragan,Democratic,Female,California,Pacific,West,House,CA-44,Class 1,TRUE,TRUE,164765,0.7137,230852,Democratic,"Los Angeles, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
147,Michelle E. Park Steel,Republican,Female,California,Pacific,West,House,CA-45,Class 1,TRUE,FALSE,157611,0.499,315875,Republican,"Fountain Valley, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
148,Derek T. Tran,Democratic,Male,California,Pacific,West,House,CA-45,Class 1,FALSE,TRUE,158264,0.501,315875,Republican,"Garden Grove, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
149,David C. Pan,Republican,Male,California,Pacific,West,House,CA-46,Class 1,FALSE,FALSE,77279,0.3657,211292,Democratic,"Santa Ana, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
150,J. Luis Correa,Democratic,Male,California,Pacific,West,House,CA-46,Class 1,TRUE,TRUE,134013,0.6343,211292,Democratic,"Santa Ana, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
151,Scott R. Baugh,Republican,Male,California,Pacific,West,House,CA-47,Class 1,FALSE,FALSE,171554,0.4856,353275,Democratic,"Newport Beach, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
152,David K. Min,Democratic,Male,California,Pacific,West,House,CA-47,Class 1,FALSE,TRUE,181721,0.5144,353275,Democratic,"Irvine, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
153,Darrell I. Issa,Republican,Male,California,Pacific,West,House,CA-48,Class 1,TRUE,TRUE,213625,0.5929,360290,Republican,"San Diego, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
154,Stephen W. Houlahan,Democratic,Male,California,Pacific,West,House,CA-48,Class 1,FALSE,FALSE,146665,0.4071,360290,Republican,"Santee, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
155,Matthew J. Gunderson,Republican,Male,California,Pacific,West,House,CA-49,Class 1,FALSE,FALSE,180950,0.4783,378347,Democratic,"Oceanside, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
156,Michael T. Levin,Democratic,Male,California,Pacific,West,House,CA-49,Class 1,TRUE,TRUE,197397,0.5217,378347,Democratic,"San Juan Capistrano, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
157,Peter J. Bono,Republican,Male,California,Pacific,West,House,CA-50,Class 1,FALSE,FALSE,128859,0.3573,360695,Democratic,"San Diego, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
158,Scott H. Peters,Democratic,Male,California,Pacific,West,House,CA-50,Class 1,TRUE,TRUE,231836,0.6427,360695,Democratic,"San Diego, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
159,William D. Wells,Republican,Male,California,Pacific,West,House,CA-51,Class 1,FALSE,FALSE,128749,0.393,327584,Democratic,"Imperial Beach, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
160,Sara Josephine Jacobs,Democratic,Female,California,Pacific,West,House,CA-51,Class 1,TRUE,TRUE,198835,0.607,327584,Democratic,"San Diego, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
161,Justin J. Lee,Republican,Male,California,Pacific,West,House,CA-52,Class 1,FALSE,FALSE,87501,0.3369,259718,Democratic,"Chula Vista, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
162,Juan C. Vargas,Democratic,Male,California,Pacific,West,House,CA-52,Class 1,TRUE,TRUE,172217,0.6631,259718,Democratic,"San Diego, California",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
163,Valdamar M. Archuleta,Republican,Male,Colorado,Mountain,West,House,CO-01,Class 1,FALSE,FALSE,74598,0.2158,345735,Democratic,"Denver, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
164,Diana L. DeGette,Democratic,Female,Colorado,Mountain,West,House,CO-01,Class 1,TRUE,TRUE,264606,0.7653,345735,Democratic,"Denver, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
165,Charles H. Norris,Democratic,Male,Colorado,Mountain,West,House,CO-01,Class 1,FALSE,FALSE,88,0.0003,345735,Democratic,"Denver, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
166,John R. Johnson,Unaffiliated,Male,Colorado,Mountain,West,House,CO-01,Class 1,FALSE,FALSE,8,0.0,345735,Democratic,"Denver, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
167,Daniel C. Lutz,Approval Voting Party,Male,Colorado,Mountain,West,House,CO-01,Class 1,FALSE,FALSE,2351,0.0068,345735,Democratic,"Idaho Springs, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
168,"Christopher H. ""Critter"" Milton",Unity,Male,Colorado,Mountain,West,House,CO-01,Class 1,FALSE,FALSE,4084,0.0118,345735,Democratic,"Alma, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
169,Marshall A. Dawson,Republican,Male,Colorado,Mountain,West,House,CO-02,Class 1,FALSE,FALSE,120633,0.2894,416908,Democratic,"Longmont, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
170,Joseph D. Neguse,Democratic,Male,Colorado,Mountain,West,House,CO-02,Class 1,TRUE,TRUE,284994,0.6836,416908,Democratic,"Lafayette, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
171,Gaylon M. Kent,Libertarian,Male,Colorado,Mountain,West,House,CO-02,Class 1,FALSE,FALSE,5180,0.0124,416908,Democratic,"Hayden, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
172,Jan R. Kok,Approval Voting Party,Male,Colorado,Mountain,West,House,CO-02,Class 1,FALSE,FALSE,2349,0.0056,416908,Democratic,"Fort Collins, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
173,Cynthia Munhos de Aquino Sirianni,Unity,Female,Colorado,Mountain,West,House,CO-02,Class 1,FALSE,FALSE,3744,0.009,416908,Democratic,"Boulder, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
174,Michael F. Watson,Unaffiliated,Male,Colorado,Mountain,West,House,CO-02,Class 1,FALSE,FALSE,8,0.0,416908,Democratic,"Lafayette, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
175,Jeffrey S. Hurd,Republican,Male,Colorado,Mountain,West,House,CO-03,Class 1,FALSE,TRUE,201951,0.508,397553,Republican,"Grand Junction, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
176,Adam B. Frisch,Democratic,Male,Colorado,Mountain,West,House,CO-03,Class 1,FALSE,FALSE,182147,0.4582,397553,Republican,"Aspen, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
177,James Brooks Wiley,Libertarian,Male,Colorado,Mountain,West,House,CO-03,Class 1,FALSE,FALSE,10734,0.027,397553,Republican,"Pueblo, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
178,Adam J. Withrow,Unity,Male,Colorado,Mountain,West,House,CO-03,Class 1,FALSE,FALSE,2721,0.0068,397553,Republican,"Pueblo, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
179,Lauren O. Boebert,Republican,Female,Colorado,Mountain,West,House,CO-04,Class 1,TRUE,TRUE,240213,0.5364,447807,Republican,"Silt, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
180,Trisha E. Calvarese,Democratic,Female,Colorado,Mountain,West,House,CO-04,Class 1,FALSE,FALSE,188249,0.4204,447807,Republican,"Highlands Ranch, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
181,Frank F. Atwood,Approval Voting Party,Male,Colorado,Mountain,West,House,CO-04,Class 1,FALSE,FALSE,6233,0.0139,447807,Republican,"Littleton, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
182,Paul Noel Fiorino,Unity,Male,Colorado,Mountain,West,House,CO-04,Class 1,FALSE,FALSE,1436,0.0032,447807,Republican,"Denver, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
183,Hannah L. Goodman,Libertarian,Female,Colorado,Mountain,West,House,CO-04,Class 1,FALSE,FALSE,11676,0.0261,447807,Republican,"Holyoke, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
184,Jeffrey G. Crank,Republican,Male,Colorado,Mountain,West,House,CO-05,Class 1,FALSE,TRUE,197924,0.5466,362085,Republican,"Colorado Springs, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
185,"Emily J. ""River"" Gassen",Democratic,Female,Colorado,Mountain,West,House,CO-05,Class 1,FALSE,FALSE,147972,0.4087,362085,Republican,"Colorado Springs, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
186,Joseph O. Gaye,Libertarian,Male,Colorado,Mountain,West,House,CO-05,Class 1,FALSE,FALSE,4094,0.0113,362085,Republican,"Highlands Ranch, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
187,Christopher D. Mitchell,American Constitution Party,Male,Colorado,Mountain,West,House,CO-05,Class 1,FALSE,FALSE,4006,0.0111,362085,Republican,"Colorado Springs, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
188,Marcus A. Murphy,Unaffiliated,Male,Colorado,Mountain,West,House,CO-05,Class 1,FALSE,FALSE,4,0.0,362085,Republican,"Colorado Springs, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
189,Christopher M. Sweat,Forward,Male,Colorado,Mountain,West,House,CO-05,Class 1,FALSE,FALSE,1627,0.0045,362085,Republican,"Colorado Springs, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
190,Michael Keith Vance,Libertarian,Male,Colorado,Mountain,West,House,CO-05,Class 1,FALSE,FALSE,6458,0.0178,362085,Republican,"Arvada, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
191,John E. Fabbricatore,Republican,Male,Colorado,Mountain,West,House,CO-06,Class 1,FALSE,FALSE,132174,0.3845,343721,Democratic,"Aurora, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
192,Jason Anderson Utley Crow,Democratic,Male,Colorado,Mountain,West,House,CO-06,Class 1,TRUE,TRUE,202686,0.5897,343721,Democratic,"Aurora, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
193,John C. Kittleson,Libertarian,Male,Colorado,Mountain,West,House,CO-06,Class 1,FALSE,FALSE,4832,0.0141,343721,Democratic,"Aurora, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
194,Bradly G. Nickle,Unaffiliated,Male,Colorado,Mountain,West,House,CO-06,Class 1,FALSE,FALSE,25,0.0001,343721,Democratic,"Littleton, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
195,Travis Lee Nicks,Approval Voting Party,Male,Colorado,Mountain,West,House,CO-06,Class 1,FALSE,FALSE,4004,0.0116,343721,Democratic,"Littleton, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
196,Sergei Victorovna Matveyuk V,Republican,Male,Colorado,Mountain,West,House,CO-07,Class 1,FALSE,FALSE,175273,0.4115,425966,Democratic,"Golden, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
197,Brittany L. Pettersen,Democratic,Female,Colorado,Mountain,West,House,CO-07,Class 1,TRUE,TRUE,235688,0.5533,425966,Democratic,"Lakewood, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
198,Patrick T. Bohan,Libertarian,Male,Colorado,Mountain,West,House,CO-07,Class 1,FALSE,FALSE,9697,0.0228,425966,Democratic,"Buena Vista, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
199,"Patrick J. Flaherty, Jr.",Unaffiliated,Male,Colorado,Mountain,West,House,CO-07,Class 1,FALSE,FALSE,37,0.0001,425966,Democratic,"Lakewood, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
200,Ronald D. Tupa,Unity,Male,Colorado,Mountain,West,House,CO-07,Class 1,FALSE,FALSE,5271,0.0124,425966,Democratic,"Boulder, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
201,T. Gabriel J. Evans,Republican,Male,Colorado,Mountain,West,House,CO-08,Class 1,FALSE,TRUE,163320,0.4895,333616,Democratic,"Fort Lupton, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
202,Yadira D. Caraveo,Democratic,Female,Colorado,Mountain,West,House,CO-08,Class 1,TRUE,FALSE,160871,0.4822,333616,Democratic,"Thronton, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
203,"Christopher C. Baum, Jr.",Approval Voting Party,Male,Colorado,Mountain,West,House,CO-08,Class 1,FALSE,FALSE,5741,0.0172,333616,Democratic,"Northglenn, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
204,Susan Patricia Hall,Unity,Female,Colorado,Mountain,West,House,CO-08,Class 1,FALSE,FALSE,3677,0.011,333616,Democratic,"Broomfield, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
205,James K. Treibert,Unaffiliated,Male,Colorado,Mountain,West,House,CO-08,Class 1,FALSE,FALSE,7,0.0,333616,Democratic,"Thornton, Colorado",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
206,Matthew M. Corey,Republican,Male,Connecticut,New England,Northeast,Senate,CT-Sen,Class 1,FALSE,FALSE,678256,0.397,1708259,Democratic,"Manchester, Connecticut",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
207,Christopher S. Murphy,Democratic,Male,Connecticut,New England,Northeast,Senate,CT-Sen,Class 1,TRUE,TRUE,1000695,0.5858,1708259,Democratic,"Cheshire, Connecticut",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
208,Robert Finlay Hyde,Cheaper Gas Groceries Party,Male,Connecticut,New England,Northeast,Senate,CT-Sen,Class 1,FALSE,FALSE,14879,0.0087,1708259,Democratic,"Canton, Connecticut",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
209,Justin C. Paglino,Green,Male,Connecticut,New England,Northeast,Senate,CT-Sen,Class 1,FALSE,FALSE,14422,0.0084,1708259,Democratic,"Guilford, Connecticut",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
210,James L. Griffin,Republican,Male,Connecticut,New England,Northeast,House,CT-01,Class 1,FALSE,FALSE,115065,0.3482,330482,Democratic,"Bristol, Connecticut",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
211,John B. Larson,Democratic,Male,Connecticut,New England,Northeast,House,CT-01,Class 1,TRUE,TRUE,208649,0.6313,330482,Democratic,"East Hartford, Connecticut",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
212,Mary L. Sanders,Green,Female,Connecticut,New England,Northeast,House,CT-01,Class 1,FALSE,FALSE,6768,0.0205,330482,Democratic,"Hartford, Connecticut",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
213,Frederick Michael France,Republican,Male,Connecticut,New England,Northeast,House,CT-02,Class 1,FALSE,FALSE,157878,0.4198,376047,Democratic,"Gales Ferry, Connecticut",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
214,Joseph D. Courtney,Democratic,Male,Connecticut,New England,Northeast,House,CT-02,Class 1,TRUE,TRUE,218162,0.5801,376047,Democratic,"Vernon, Connecticut",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
215,Michael M. Massey,Republican,Male,Connecticut,New England,Northeast,House,CT-03,Class 1,FALSE,FALSE,135113,0.4108,328923,Democratic,"New Haven, Connecticut",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
216,Rosa L. DeLauro,Democratic,Female,Connecticut,New England,Northeast,House,CT-03,Class 1,TRUE,TRUE,193684,0.5888,328923,Democratic,"New Haven, Connecticut",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
217,Michael T. Goldstein,Republican,Male,Connecticut,New England,Northeast,House,CT-04,Class 1,FALSE,FALSE,122793,0.3734,328857,Democratic,"Beverly, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
